space_id,label,areas,volumes,perimeter,X,Y,Z,aspect_ratio,boundary_line,surface_areas,ax1s
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cd5,Bedroom,10.131,23.301,12.74,3.3,3.07,2.3,0.93030303,7,49.564,2.127091621
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cd6,Evacuation room,1.496,3.442,4.9,1.29,1.16,2.3,0.899224806,4,14.263,4.144148856
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cd7,Balcony,2.1,4.829,5.94,1.81,1.16,2.3,0.640883978,4,17.861,3.698634108
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cd8,Entrance,2.822,6.491,6.72,1.66,1.7,2.3,1.024096386,5,21.1,3.250855083
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cd9,Kitchen,13.32,30.636,14.66,3.33,4,2.3,1.201201201,7,60.358,1.970165818
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cda,Hallway,6.403,14.727,15.38,6.74,0.95,2.3,0.140949555,14,48.18,3.27156428
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074cdb,Living room,12.389,28.494,14.08,3.56,3.48,2.3,0.97752809,5,57.162,2.006089652
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f8f,Bedroom,5.554,12.773,9.8,1.78,3.12,2.3,1.752808989,4,33.647,2.634170706
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f90,Bedroom,8.362,19.232,11.6,2.68,3.12,2.3,1.164179104,5,43.403,2.256849116
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f91,Bedroom,9.894,22.755,12.6,3.32,2.98,2.3,0.897590361,7,48.767,2.143107006
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f92,Balcony,1.872,4.306,5.52,1.56,1.2,2.3,0.769230769,4,16.44,3.818283166
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f93,Evacuation room,1.872,4.306,5.52,1.56,1.2,2.3,0.769230769,4,16.44,3.818283166
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f94,AD/PD,0.728,1.674,3.93,1.47,0.495,2.3,0.336734694,5,10.494,6.270334221
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f95,Bathroom,3.341,7.684,7.37,1.61,2.075,2.3,1.288819876,5,23.633,3.075721737
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f96,AD/PD,0.552,1.27,3.32,0.46,1.2,2.3,2.608695652,4,8.74,6.884057971
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f97,Evacuation room,2.147,4.939,6.64,2.44,0.88,2.3,0.360655738,4,19.566,3.961883626
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f98,AD/PD,0.336,0.773,2.84,0.3,1.12,2.3,3.733333333,4,7.204,9.32194617
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f99,Bathroom,3.274,7.529,8.26,1.49,2.64,2.3,1.771812081,7,25.545,3.392754686
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9a,Balcony,2.538,5.836,6.96,2.44,1.04,2.3,0.426229508,5,21.083,3.612280004
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9b,Dress room,2.282,5.249,6.06,1.63,1.4,2.3,0.858895706,4,18.502,3.525130511
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9c,Storage,0.854,1.964,4.02,0.61,1.4,2.3,2.295081967,4,10.954,5.576825171
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9d,Kitchen,10.648,24.49,13.46,2.81,3.92,2.3,1.395017794,9,52.254,2.133692447
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9e,Living room,12.018,27.642,13.88,3.62,3.32,2.3,0.917127072,5,55.961,2.024468279
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074f9f,Entrance,3.066,7.052,7.18,2.19,1.4,2.3,0.639269406,4,22.646,3.211378655
884e5e64-0c42-47b7-b466-44e0158eeaa3-00074fa0,Hallway,8.989,20.674,19.08,8.48,1.06,2.3,0.125,15,61.862,2.992226075
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075226,Bedroom,8.379,19.272,11.62,2.66,3.15,2.3,1.184210526,6,43.484,2.256365552
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075227,Bedroom,5.544,12.751,9.82,1.76,3.15,2.3,1.789772727,4,33.674,2.640849489
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075228,Bedroom,10.032,23.074,12.68,3.3,3.04,2.3,0.921212121,7,49.228,2.13352056
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075229,Evacuation room,0.986,2.267,4.07,1.24,0.795,2.3,0.641129032,4,11.333,4.998368132
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007522a,Balcony,2.884,6.634,8.37,2.34,1.845,2.3,0.788461538,8,25.02,3.771281286
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007522b,Storage,1.62,3.726,5.4,0.9,1.8,2.3,2,5,15.66,4.202898551
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007522e,Bathroom,3.084,7.093,7.68,2.04,1.8,2.3,0.882352941,8,23.832,3.359837591
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007522f,AD/PD,0.32,0.736,2.28,0.64,0.5,2.3,0.78125,4,5.884,7.994565217
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075230,Evacuation room,1.74,4.002,5.28,1.37,1.27,2.3,0.927007299,4,15.624,3.904272359
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075231,Balcony,2.197,5.053,6,1.73,1.27,2.3,0.734104046,4,18.194,3.600398153
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075232,AD/PD,0.448,1.03,3.44,1.4,0.32,2.3,0.228571429,4,8.808,8.548136646
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075233,Bathroom,3.052,7.02,7.16,1.4,2.18,2.3,1.557142857,5,22.572,3.215567839
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075234,Entrance,3.865,8.89,8.1,2.51,1.54,2.3,0.613545817,5,26.361,2.965101761
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075235,Kitchen,11.326,26.05,13.69,2.8,4.045,2.3,1.444642857,6,54.139,2.078288509
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075236,Hallway,7.911,18.196,15.96,6.82,1.16,2.3,0.170087977,11,52.53,2.886936297
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075237,Living room,12.06,27.738,13.9,3.6,3.35,2.3,0.930555556,5,56.09,2.022135698
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075499,Bedroom,8.809,20.26,11.9,2.77,3.18,2.3,1.14801444,6,44.987,2.220507824
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007549a,Bedroom,7.187,16.53,10.88,2.26,3.18,2.3,1.407079646,4,39.398,2.383475986
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007549b,Storage,2.541,5.845,6.51,1.955,1.3,2.3,0.664961637,5,20.056,3.431044659
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007549c,Storage,1.597,3.673,5.39,0.878,1.82,2.3,2.072892938,5,15.603,4.247777492
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007549d,AD/PD,0.653,1.502,4.96,2.178,0.3,2.3,0.137741047,5,12.703,8.454716385
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007549e,Bathroom,2.874,6.611,6.99,2.178,1.32,2.3,0.606060606,4,21.837,3.303186107
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a1,AD/PD,1.062,2.443,4.78,0.59,1.8,2.3,3.050847458,5,13.118,5.370506837
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a2,Bathroom,2.818,6.481,7.95,1.49,2.485,2.3,1.667785235,6,23.921,3.690911433
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a3,Bedroom,10.19,23.437,12.78,3.33,3.06,2.3,0.918918919,7,49.774,2.123777657
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a4,Balcony,1.852,4.261,5.45,1.3,1.425,2.3,1.096153846,4,16.24,3.811535528
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a5,Evacuation room,2.608,5.998,6.51,1.83,1.425,2.3,0.778688525,4,20.189,3.366053528
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a6,Kitchen,12.707,29.227,14.26,3.61,3.52,2.3,0.975069252,6,58.212,1.99174997
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a7,Living room,12.1,27.831,13.92,3.58,3.38,2.3,0.944134078,5,56.217,2.019947598
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a8,Entrance,2.356,5.418,6.19,1.745,1.35,2.3,0.773638968,5,18.948,3.497086223
884e5e64-0c42-47b7-b466-44e0158eeaa3-000754a9,Hallway,9.808,22.558,17.23,7.265,1.35,2.3,0.185822436,11,59.245,2.626361362
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075710,Bedroom,8.764,20.156,11.9,2.68,3.27,2.3,1.220149254,5,44.897,2.227444747
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075711,Bedroom,5.722,13.162,10.04,1.75,3.27,2.3,1.868571429,4,34.537,2.624043155
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075712,Bedroom,10.1,23.231,12.72,3.29,3.07,2.3,0.933130699,8,49.457,2.12895097
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075713,Evacuation room,1.854,4.264,5.49,1.545,1.2,2.3,0.776699029,4,16.335,3.830730266
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075714,Balcony,1.854,4.264,5.49,1.545,1.2,2.3,0.776699029,4,16.335,3.830730266
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075715,Evacuation room,1.29,2.966,4.56,1.24,1.04,2.3,0.838709677,4,13.067,4.405477937
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075716,Balcony,2.882,6.629,7.02,1.31,2.2,2.3,1.679389313,6,21.91,3.305373684
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075717,Dress room,1.613,3.709,5.12,1.44,1.12,2.3,0.777777778,5,15.002,4.044276225
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075718,Storage,1.243,2.859,4.46,1.11,1.12,2.3,1.009009009,5,12.744,4.456941413
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075719,AD/PD,0.57,1.31,3.45,1.28,0.445,2.3,0.34765625,4,9.074,6.926294577
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571a,Bathroom,2.739,6.3,6.84,1.28,2.14,2.3,1.671875,5,21.21,3.366581166
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571b,AD/PD,0.23,0.529,1.95,0.4,0.575,2.3,1.4375,4,4.945,9.347826087
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571c,Bathroom,2.957,6.801,7.62,1.45,2.36,2.3,1.627586207,7,23.44,3.446501301
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571d,Kitchen,10.862,24.984,13.28,2.92,3.72,2.3,1.273972603,6,52.269,2.092139138
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571e,Entrance,4.784,11.003,8.93,2.68,1.785,2.3,0.666044776,5,30.107,2.736318408
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007571f,Hallway,6.91,15.893,15.82,6.91,1,2.3,0.1447178,10,50.206,3.159000818
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075720,Living room,12.353,28.412,14.06,3.56,3.47,2.3,0.974719101,5,57.044,2.007717768
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075981,AD/PD,1.227,2.823,5.56,1.46,1.32,2.3,0.904109589,7,15.242,5.400062355
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075982,AD/PD,0.534,1.228,3.29,1.2,0.445,2.3,0.370833333,4,8.635,7.030613907
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075983,Evacuation room,1.056,2.429,4.16,1.2,0.88,2.3,0.733333333,4,11.68,4.808959157
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075984,Balcony,3.886,8.939,9.3,2.41,2.24,2.3,0.929460581,6,29.163,3.262547658
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075985,Bedroom,5.401,12.423,9.44,1.95,2.77,2.3,1.420512821,6,32.515,2.617227904
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075986,Bedroom,6.897,15.864,10.52,2.49,2.77,2.3,1.112449799,5,37.991,2.394824944
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075987,Bathroom,2.568,5.906,6.68,1.2,2.14,2.3,1.783333333,7,20.5,3.470811323
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075988,AD/PD,0.34,0.782,2.45,0.8,0.425,2.3,0.53125,4,6.315,8.07544757
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075989,Dress room,3.021,6.948,7.48,1.18,2.56,2.3,2.169491525,6,23.246,3.345788043
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598a,Storage,1.548,3.56,5.47,0.8,1.935,2.3,2.41875,5,15.677,4.403156949
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598b,Bedroom,10.131,23.301,12.74,3.07,3.3,2.3,1.074918567,6,49.564,2.127091621
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598c,Evacuation room,2.015,4.635,5.7,1.3,1.55,2.3,1.192307692,4,17.14,3.698349336
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598d,Balcony,2.015,4.635,5.7,1.3,1.55,2.3,1.192307692,5,17.14,3.698349336
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598e,Bathroom,2.283,5.251,6.84,2.18,1.24,2.3,0.568807339,7,20.298,3.865284422
884e5e64-0c42-47b7-b466-44e0158eeaa3-0007598f,AD/PD,0.192,0.442,1.88,0.64,0.3,2.3,0.46875,4,4.708,10.66123188
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075990,Kitchen,7.2,16.56,11.08,3.1,2.44,2.3,0.787096774,8,39.884,2.408454106
884e5e64-0c42-47b7-b466-44e0158eeaa3-000759a2,Living room,18.336,42.173,18.22,5.71,3.4,2.3,0.595446585,13,78.578,1.863238865
884e5e64-0c42-47b7-b466-44e0158eeaa3-000759a5,Hallway,2.236,5.143,8.18,3.44,0.65,2.3,0.188953488,8,23.286,4.527883643
884e5e64-0c42-47b7-b466-44e0158eeaa3-000759a6,Entrance,5.124,11.785,9.07,2.4,2.135,2.3,0.889583333,6,31.109,2.639666701
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d13,Balcony,2.627,6.042,7.45,2.78,0.945,2.3,0.339928058,4,22.389,3.705358694
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d14,Evacuation room,1.74,4.002,5.34,1.54,1.13,2.3,0.733766234,5,15.762,3.938078082
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d15,Dress room,2.077,4.777,5.88,1.76,1.18,2.3,0.670454545,5,17.678,3.700927849
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d16,Bedroom,8.044,18.502,11.52,2.38,3.38,2.3,1.420168067,6,42.585,2.301628138
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d17,Bedroom,10.757,24.741,13.14,3.1,3.47,2.3,1.119354839,6,51.736,2.091095384
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d18,Balcony,3.926,9.03,8.64,3.02,1.3,2.3,0.430463576,5,27.724,3.070278411
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d19,Bedroom,8.365,19.24,11.58,3.02,2.77,2.3,0.917218543,5,43.365,2.253848928
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d1a,AD/PD,0.775,1.784,3.92,1.41,0.55,2.3,0.390070922,4,10.567,5.92436857
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d1b,Bathroom,2.876,6.616,6.9,1.41,2.04,2.3,1.446808511,5,21.623,3.268427322
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d1c,AD/PD,0.24,0.552,2.2,0.3,0.8,2.3,2.666666667,4,5.54,10.03623188
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d1d,Bathroom,2.657,6.111,7.18,1.54,2.05,2.3,1.331168831,6,21.828,3.57186104
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d2c,Entrance,2.27,5.221,6.04,1.41,1.61,2.3,1.141843972,5,18.432,3.530202653
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d2d,Kitchen,9.952,22.891,12.72,2.78,3.58,2.3,1.287769784,5,49.161,2.147657633
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d2e,Living room,13.946,32.076,14.94,3.8,3.67,2.3,0.965789474,5,62.254,1.940840135
884e5e64-0c42-47b7-b466-44e0158eeaa3-00075d2f,Hallway,7.965,18.32,15.86,6.75,1.18,2.3,0.174814815,11,52.408,2.860776768
ec122442-20b0-47fb-99a5-32c4605614d8-00076766,Dress room,4.075,9.373,8.25,1.64,2.485,2.3,1.515243902,5,27.126,2.893927723
ec122442-20b0-47fb-99a5-32c4605614d8-000767bd,Dress room,4.492,10.331,8.8,1.61,2.79,2.3,1.732919255,7,29.224,2.828666479
ec122442-20b0-47fb-99a5-32c4605614d8-00076882,Dress room,4.299,9.889,9.84,2.07,2.85,2.3,1.376811594,8,31.231,3.158203431
ec122442-20b0-47fb-99a5-32c4605614d8-0007690c,Dress room,4.075,9.373,8.25,1.64,2.485,2.3,1.515243902,5,27.126,2.893927723
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304a,Bedroom,9.432,21.694,12.44,2.62,3.6,2.3,1.374045802,4,47.476,2.188479552
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304b,Bedroom,9.576,22.025,12.52,2.66,3.6,2.3,1.353383459,6,47.948,2.177000472
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304c,AD/PD,1.082,2.49,5.8,0.44,2.46,2.3,5.590909091,5,15.505,6.22810823
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304d,Dress room,5.098,11.726,9.34,1.74,2.93,2.3,1.683908046,6,31.678,2.701550249
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304e,Storage,0.968,2.225,4,0.82,1.18,2.3,1.43902439,4,11.135,5.003414994
5e0f7493-5ea7-4380-bebf-0609900e971b-0007304f,Bathroom,3.226,7.421,7.32,1.48,2.18,2.3,1.472972973,5,23.289,3.138374713
5e0f7493-5ea7-4380-bebf-0609900e971b-00073050,AD/PD,0.533,1.225,3.68,1.48,0.36,2.3,0.243243243,4,9.53,7.776798538
5e0f7493-5ea7-4380-bebf-0609900e971b-00073051,Storage,0.986,2.267,4.1,0.77,1.28,2.3,1.662337662,4,11.401,5.029379588
5e0f7493-5ea7-4380-bebf-0609900e971b-00073052,Bathroom,3.225,7.418,8.46,1.46,2.77,2.3,1.897260274,7,25.908,3.492821031
5e0f7493-5ea7-4380-bebf-0609900e971b-00073053,Bedroom,14.183,32.62,16.34,3.6,4.57,2.3,1.269444444,10,65.948,2.021677206
5e0f7493-5ea7-4380-bebf-0609900e971b-00073054,Balcony,2.41,5.544,6.3,1.84,1.31,2.3,0.711956522,4,19.311,3.483275372
5e0f7493-5ea7-4380-bebf-0609900e971b-00073055,Evacuation room,2.044,4.7,5.74,1.56,1.31,2.3,0.83974359,4,17.289,3.678291506
5e0f7493-5ea7-4380-bebf-0609900e971b-00073056,Storage,1.214,2.792,4.41,1.145,1.06,2.3,0.925764192,4,12.57,4.502939269
5e0f7493-5ea7-4380-bebf-0609900e971b-00073057,Balcony,3.863,8.884,9.44,2.25,2.47,2.3,1.097777778,6,29.438,3.313433373
5e0f7493-5ea7-4380-bebf-0609900e971b-00073058,Kitchen,16.533,38.025,19.42,5.56,4.15,2.3,0.746402878,9,77.731,2.044221198
5e0f7493-5ea7-4380-bebf-0609900e971b-00073059,Entrance,2.412,5.549,6.22,1.63,1.48,2.3,0.90797546,5,19.131,3.447946479
5e0f7493-5ea7-4380-bebf-0609900e971b-0007305a,Living room,15.808,36.358,15.92,4.16,3.8,2.3,0.913461538,5,68.232,1.876650238
5e0f7493-5ea7-4380-bebf-0609900e971b-0007305b,Hallway,10.282,23.648,18.84,8.16,1.26,2.3,0.154411765,11,63.895,2.701956386
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464a,Bedroom,10.656,24.509,13.12,2.96,3.6,2.3,1.216216216,6,51.488,2.100796449
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464b,Bedroom,10.512,24.178,13.04,2.92,3.6,2.3,1.232876712,4,51.016,2.11005228
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464c,Evacuation room,1.965,4.52,5.62,1.5,1.31,2.3,0.873333333,4,16.856,3.729616108
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464d,Balcony,2.489,5.725,6.42,1.9,1.31,2.3,0.689473684,4,19.744,3.448914354
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464e,AD/PD,0.502,1.154,3.4,0.38,1.32,2.3,3.473684211,4,8.823,7.647701269
5e0f7493-5ea7-4380-bebf-0609900e971b-0007464f,Storage,1.69,3.886,5.2,1.28,1.32,2.3,1.03125,4,15.339,3.947165267
5e0f7493-5ea7-4380-bebf-0609900e971b-00074650,Dress room,8.229,18.926,13.68,4,2.84,2.3,0.71,10,47.922,2.532040173
5e0f7493-5ea7-4380-bebf-0609900e971b-00074651,AD/PD,0.784,1.804,4.02,1.48,0.53,2.3,0.358108108,4,10.815,5.994612332
5e0f7493-5ea7-4380-bebf-0609900e971b-00074652,Bathroom,3.226,7.421,7.32,1.48,2.18,2.3,1.472972973,5,23.289,3.138374713
5e0f7493-5ea7-4380-bebf-0609900e971b-00074653,Storage,1.32,3.036,4.9,0.8,1.65,2.3,2.0625,4,13.91,4.58168643
5e0f7493-5ea7-4380-bebf-0609900e971b-00074654,Balcony,4.512,10.377,10.11,2.335,2.72,2.3,1.164882227,6,32.276,3.110367152
5e0f7493-5ea7-4380-bebf-0609900e971b-00074655,Storage,1.336,3.074,4.63,1.215,1.1,2.3,0.905349794,4,13.322,4.333837571
5e0f7493-5ea7-4380-bebf-0609900e971b-00074656,AD/PD,0.732,1.684,3.62,1.2,0.61,2.3,0.508333333,4,9.79,5.814920409
5e0f7493-5ea7-4380-bebf-0609900e971b-00074657,Bedroom,14.136,32.513,17.36,3.6,5.08,2.3,1.411111111,9,68.2,2.097635393
5e0f7493-5ea7-4380-bebf-0609900e971b-00074658,Living room,16.948,38.98,16.52,4.46,3.8,2.3,0.852017937,5,71.892,1.8443115
5e0f7493-5ea7-4380-bebf-0609900e971b-00074659,Bathroom,2.844,6.541,8.26,2.6,1.53,2.3,0.588461538,7,24.686,3.773925274
5e0f7493-5ea7-4380-bebf-0609900e971b-0007465a,Kitchen,20.192,46.442,21.11,5.785,4.77,2.3,0.82454624,9,88.937,1.915005057
5e0f7493-5ea7-4380-bebf-0609900e971b-0007465b,Hallway,9.604,22.088,20.24,9.06,1.06,2.3,0.116997792,13,65.759,2.977099168
5e0f7493-5ea7-4380-bebf-0609900e971b-0007465c,Entrance,3.099,7.127,7.05,1.675,1.85,2.3,1.104477612,5,22.412,3.144605995
5e0f7493-5ea7-4380-bebf-0609900e971b-00074927,Bedroom,10.36,23.828,12.92,2.96,3.5,2.3,1.182432432,6,50.436,2.116669464
5e0f7493-5ea7-4380-bebf-0609900e971b-00074928,Bedroom,10.22,23.506,12.84,2.92,3.5,2.3,1.198630137,4,49.972,2.125925296
5e0f7493-5ea7-4380-bebf-0609900e971b-00074929,Bathroom,3.034,6.978,7.06,1.48,2.05,2.3,1.385135135,5,22.306,3.196526325
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492a,Storage,2.294,5.275,6.08,1.39,1.65,2.3,1.18705036,4,18.571,3.52053535
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492b,Balcony,2.751,6.327,6.82,2.1,1.31,2.3,0.623809524,4,21.188,3.348663727
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492c,Evacuation room,1.703,3.917,5.22,1.3,1.31,2.3,1.007692308,4,15.412,3.934744313
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492d,Balcony,3.727,8.572,7.92,1.54,2.42,2.3,1.571428571,4,25.67,2.994759463
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492e,Storage,1.709,3.932,5.3,1.54,1.11,2.3,0.720779221,4,15.609,3.970119188
5e0f7493-5ea7-4380-bebf-0609900e971b-0007492f,AD/PD,1.85,4.255,5.46,1.48,1.25,2.3,0.844594595,4,16.258,3.820916569
5e0f7493-5ea7-4380-bebf-0609900e971b-00074930,AD/PD,1.258,2.893,4.66,1.48,0.85,2.3,0.574324324,4,13.234,4.573857745
5e0f7493-5ea7-4380-bebf-0609900e971b-00074931,Bedroom,14.322,32.941,19.22,4.41,5.2,2.3,1.179138322,11,72.851,2.211532872
5e0f7493-5ea7-4380-bebf-0609900e971b-00074932,Dress room,1.576,3.624,5.21,0.955,1.65,2.3,1.727748691,4,15.134,4.175789307
5e0f7493-5ea7-4380-bebf-0609900e971b-00074933,AD/PD,0.497,1.143,2.82,0.71,0.7,2.3,0.985915493,4,7.48,6.543609483
5e0f7493-5ea7-4380-bebf-0609900e971b-00074934,Bathroom,3.042,6.997,7.98,2.34,1.65,2.3,0.705128205,6,24.438,3.492839379
5e0f7493-5ea7-4380-bebf-0609900e971b-00074935,Entrance,3.016,6.936,6.96,1.63,1.85,2.3,1.134969325,5,22.039,3.177640164
5e0f7493-5ea7-4380-bebf-0609900e971b-00074936,Kitchen,20.596,47.371,21.02,4.83,5.68,2.3,1.175983437,10,89.538,1.890133385
5e0f7493-5ea7-4380-bebf-0609900e971b-00074937,Hallway,11.519,26.493,22.18,9.93,1.16,2.3,0.116817724,13,74.052,2.795128116
5e0f7493-5ea7-4380-bebf-0609900e971b-00074938,Living room,16.502,37.955,16.32,4.46,3.7,2.3,0.829596413,5,70.54,1.858536251
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c59,AD/PD,0.979,2.252,5.04,2.04,0.48,2.3,0.235294118,4,13.55,6.016446434
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5a,Bathroom,2.999,6.897,7.02,2.04,1.47,2.3,0.720588235,5,22.144,3.210559586
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5b,Bedroom,11.478,26.399,13.56,3.27,3.51,2.3,1.073394495,6,54.143,2.05097143
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5c,Bedroom,9.266,21.313,12.3,2.64,3.51,2.3,1.329545455,4,46.823,2.196950929
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5d,Balcony,2.86,6.578,7,2.2,1.3,2.3,0.590909091,4,21.82,3.317117665
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5e,Evacuation room,1.56,3.588,5,1.2,1.3,2.3,1.083333333,4,14.62,4.074693423
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c5f,AD/PD,1.15,2.645,5.6,0.5,2.3,2.3,4.6,5,15.18,5.739130435
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c60,Storage,1.267,2.914,4.61,0.905,1.4,2.3,1.546961326,4,13.137,4.508081397
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c61,Dress room,4.811,11.064,8.95,1.795,2.68,2.3,1.493036212,6,30.206,2.730021926
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c62,Storage,0.952,2.19,3.98,1.19,0.8,2.3,0.672268908,4,11.058,5.050237486
5e0f7493-5ea7-4380-bebf-0609900e971b-00074c63,Balcony,3.923,9.023,9.22,2.31,2.3,2.3,0.995670996,6,29.052,3.219807379
